wine,link,pontuação,avaliações,volume
Faisán Tannat / Cabernet Sauvignon 2018,https://wine.com.br/vinhos/faisan-tannat-cabernet-sauvignon-2018/prod23065.html,,(4),750.00 ml
Calyptra Assemblage Gran Reserva 2014,https://wine.com.br/vinhos/calyptra-assemblage-gran-reserva-2014/prod23117.html,,(1),750.00 ml
Latitud 33° Syrah 2018,https://wine.com.br/vinhos/latitud-33-syrah-2018/prod23129.html,,,750.00 ml
Palafitos de Mar Semi Sweet Sauvignon Blanc 2019,https://wine.com.br/vinhos/palafitos-de-mar-semi-sweet-sauvignon-blanc-2019/prod23106.html,,(8),750.00 ml
Casas Del Toqui Gran Toqui Syrah 2016,https://wine.com.br/vinhos/casas-del-toqui-gran-toqui-syrah-2016/prod23149.html,,,750.00 ml
Xistus Tinto,https://wine.com.br/vinhos/xistus-tinto/prod23139.html,,,750.00 ml
Maratonando Prime Julho,https://wine.com.br/vinhos/maratonando-prime-julho/prod23146.html,,,"
                                      "
D. Joana White,https://wine.com.br/vinhos/d-joana-white/prod23137.html,,(55),750.00 ml
"Red, Rosso, Rouge, Vermelho, Encarnado, Rojo",https://wine.com.br/vinhos/red-rosso-rouge-vermelho-encarnado-rojo/prod23138.html,,(71),750.00 ml
Alborada Cabernet Sauvignon 2018,https://wine.com.br/vinhos/alborada-cabernet-sauvignon-2018/prod23159.html,,,750.00 ml
Bobal Desanjuan D.O.P. Utiel-Requena Rosé 2018,https://wine.com.br/vinhos/bobal-desanjuan-d-o-p-utiel-requena-rose-2018/prod23289.html,,,750.00 ml
Señorío de Aldaz Crianza D.O. Navarra 2016,https://wine.com.br/vinhos/senorio-de-aldaz-crianza-d-o-navarra-2016/prod23282.html,,(1),750.00 ml
Partridge Seleccion De Barricas Ancellotta 2015,https://wine.com.br/vinhos/partridge-seleccion-de-barricas-ancellotta-2015/prod23278.html,,(6),750.00 ml
Señorío de Aldaz Roble D.O. Navarra 2016,https://wine.com.br/vinhos/senorio-de-aldaz-roble-d-o-navarra-2016/prod23283.html,,(1),750.00 ml
Pinhal da Torre 2 Worlds White 2015,https://wine.com.br/vinhos/pinhal-da-torre-2-worlds-white-2015/prod23294.html,,,750.00 ml
Partridge Flying Malbec 2019,https://wine.com.br/vinhos/partridge-flying-malbec-2019/prod23315.html,,(29),750.00 ml
Partridge Unfiltered Sauvignon Blanc 2019,https://wine.com.br/vinhos/partridge-unfiltered-sauvignon-blanc-2019/prod23277.html,,(7),750.00 ml
Partridge Selección de Barricas Malbec Blend 2015,https://wine.com.br/vinhos/partridge-seleccion-de-barricas-malbec-blend-2015/prod23279.html,,(1),750.00 ml
Partridge Unfiltered Pinot Gris 2019,https://wine.com.br/vinhos/partridge-unfiltered-pinot-gris-2019/prod23275.html,,(6),750.00 ml
Compre Viu Manent Noble Semillon Botrytis Selection 2014 500 ml e Ganhe Ice-Bag,https://wine.com.br/bundle/compre-viu-manent-noble-semillon-botrytis-selection-2014-500-ml-e-ganhe-ice-bag/prodZXZ829.html,,,"
                                                            "
Compre Viu Manent Estate Collection Reserva Carménère 2015 375 ml e Ganhe Ice-Bag,https://wine.com.br/bundle/compre-viu-manent-estate-collection-reserva-carmenere-2015-375-ml-e-ganhe-ice-bag/prodZXZ765.html,,,"
                                                            "
Compre Viu Manent Reserva Estate Colletion Cabernet Sauvignon 2015 375ml e Ganhe Ice-Bag,https://wine.com.br/bundle/compre-viu-manent-reserva-estate-colletion-cabernet-sauvignon-2015-375ml-e-ganhe-ice-bag/prodHUU786.html,,,"
                                                            "
Festa Gastronômica,https://wine.com.br/bundle/festa-gastronomica/prodUSQ843.html,,,"
                                                                                  "
WineBox Surpreendentes,https://wine.com.br/bundle/winebox-surpreendentes/prodKPY037.html,,,"
                                                            "
WineBox Singulares,https://wine.com.br/bundle/winebox-singulares/prodBPE676.html,,,"
                                                            "
WineBox Notáveis,https://wine.com.br/bundle/winebox-notaveis/prodJTY245.html,,,"
                                                            "
WineBox Singulares,https://wine.com.br/bundle/winebox-singulares/prodETQ434.html,,,"
                                      "
WineBox Ícones Chilenos,https://wine.com.br/bundle/winebox-icones-chilenos/prodXUX400.html,,,"
                                      "
Finca Constancia Parcela 52 Single Vineyard Verdejo 2018,https://wine.com.br/vinhos/finca-constancia-parcela-52-single-vineyard-verdejo-2018/prod23209.html,,,750.00 ml
Finca Constancia Selección 2016,https://wine.com.br/vinhos/finca-constancia-seleccion-2016/prod23211.html,,(1),750.00 ml
Montado Tinto 2018,https://wine.com.br/vinhos/montado-tinto-2018/prod23217.html,,(2),750.00 ml
Maison Foucher Le Champ Vallin A.O.C. Touraine 2018,https://wine.com.br/vinhos/maison-foucher-le-champ-vallin-a-o-c-touraine-2018/prod23259.html,,,750.00 ml
Quinta do Alqueve D.O.C. Tejo Colheita 2017,https://wine.com.br/vinhos/quinta-do-alqueve-d-o-c-tejo-colheita-2017/prod23293.html,,,750.00 ml
Miles from Nowhere Rosé 2019,https://wine.com.br/vinhos/miles-from-nowhere-rose-2019/prod23185.html,,(18),750.00 ml
Blason del Valle Chardonnay 2018,https://wine.com.br/vinhos/blason-del-valle-chardonnay-2018/prod23172.html,,,750.00 ml
Viña de Santa Isabel Chardonnay 2019,https://wine.com.br/vinhos/vina-de-santa-isabel-chardonnay-2019/prod23216.html,,,750.00 ml
Partridge Flying Cabernet Sauvignon 2019,https://wine.com.br/vinhos/partridge-flying-cabernet-sauvignon-2019/prod23314.html,,(36),750.00 ml
Artefacto Branco 2018,https://wine.com.br/vinhos/artefacto-branco-2018/prod23290.html,,,750.00 ml
Canepa Novísimo Carménère 2019,https://wine.com.br/vinhos/canepa-novisimo-carmenere-2019/prod23360.html,,(5),750.00 ml
Terrazas de los Andes Reserva Malbec 2017 375 ml,https://wine.com.br/vinhos/terrazas-de-los-andes-reserva-malbec-2017-375-ml/prod23377.html,,(1),375.00 ml
Partridge Selección de Barricas Cabernet Franc 2015,https://wine.com.br/vinhos/partridge-seleccion-de-barricas-cabernet-franc-2015/prod23280.html,,(9),750.00 ml
Cuartel Cabernet Sauvignon 2019,https://wine.com.br/vinhos/cuartel-cabernet-sauvignon-2019/prod23351.html,,(1),750.00 ml
Capitán Tomás Reserva Malbec 2018,https://wine.com.br/vinhos/capitan-tomas-reserva-malbec-2018/prod23317.html,,(31),750.00 ml
Partridge Reserva Malbec 2018,https://wine.com.br/vinhos/partridge-reserva-malbec-2018/prod23318.html,,(18),750.00 ml
Concha y Toro Nuevo Extremo Valle Central Carménère 2019,https://wine.com.br/vinhos/concha-y-toro-nuevo-extremo-valle-central-carmenere-2019/prod23349.html,,,750.00 ml
Concha y Toro Nuevo Extremo Valle Central Cabernet Sauvignon 2019,https://wine.com.br/vinhos/concha-y-toro-nuevo-extremo-valle-central-cabernet-sauvignon-2019/prod23348.html,,(2),750.00 ml
Viñedo de los Vientos Angels Cuvée Ripasso de Tannat 2015,https://wine.com.br/vinhos/vinedo-de-los-vientos-angels-cuvee-ripasso-de-tannat-2015/prod23162.html,,,750.00 ml
Quinta de São João D.O.C. Tejo Reserva 2017,https://wine.com.br/vinhos/quinta-de-sao-joao-d-o-c-tejo-reserva-2017/prod23191.html,,,750.00 ml
Viñedo de Los Vientos Eolo Gran Reserva 2014,https://wine.com.br/vinhos/vinedo-de-los-vientos-eolo-gran-reserva-2014/prod23165.html,,(4),750.00 ml
Alborada Sauvignon Blanc 2018,https://wine.com.br/vinhos/alborada-sauvignon-blanc-2018/prod23160.html,,,750.00 ml
Alborada Carmenere 2018,https://wine.com.br/vinhos/alborada-carmenere-2018/prod23158.html,,,750.00 ml
Besos de Cata Syrah Bonarda 2019,https://wine.com.br/vinhos/besos-de-cata-syrah-bonarda-2019/prod23175.html,,(87),750.00 ml
MARATONANDO PRIME - KIT 10,https://wine.com.br/vinhos/maratonando-prime-kit-10/prod23189.html,,,"
                                      "
Besos de Cata Chenin Blanc 2019,https://wine.com.br/vinhos/besos-de-cata-chenin-blanc-2019/prod23176.html,,(35),750.00 ml
Miles from Nowhere Sauvignon Blanc Semillon 2019,https://wine.com.br/vinhos/miles-from-nowhere-sauvignon-blanc-semillon-2019/prod23184.html,,(14),750.00 ml
Casillero del Diablo Cabernet Sauvignon/Merlot 2018,https://wine.com.br/vinhos/casillero-del-diablo-cabernet-sauvignon-merlot-2018/prod23447.html,,(12),750.00 ml
Casillero del Diablo Cabernet Sauvignon/Malbec 2018,https://wine.com.br/vinhos/casillero-del-diablo-cabernet-sauvignon-malbec-2018/prod23448.html,,(13),750.00 ml
Casillero del Diablo Cabernet Sauvignon/Carmenere 2018,https://wine.com.br/vinhos/casillero-del-diablo-cabernet-sauvignon-carmenere-2018/prod23449.html,,(13),750.00 ml
Terrazas Reserva Chardonnay 2018,https://wine.com.br/vinhos/terrazas-reserva-chardonnay-2018/prod23646.html,,,750.00 ml
A Galet Rosado,https://wine.com.br/vinhos/a-galet-rosado/prod23415.html,,(5),750.00 ml
Canepa Novísimo Pinot Grigio 2018,https://wine.com.br/vinhos/canepa-novisimo-pinot-grigio-2018/prod23441.html,,(9),750.00 ml
Partridge Gran Reserva Pinot Noir 2017,https://wine.com.br/vinhos/partridge-gran-reserva-pinot-noir-2017/prod23470.html,,,750.00 ml
Partridge Reserva Pinot Noir 2018,https://wine.com.br/vinhos/partridge-reserva-pinot-noir-2018/prod23471.html,,(16),750.00 ml
Serviço Viagem para França Trilha Winehunter II,https://wine.com.br/vinhos/servico-viagem-para-franca-trilha-winehunter-ii/prod23648.html,,,"
                                                                                                                              "
Canepa Reserva Famiglia Syrah 2018,https://wine.com.br/vinhos/canepa-reserva-famiglia-syrah-2018/prod23363.html,,,750.00 ml
Cap Insula 2017,https://wine.com.br/vinhos/cap-insula-2017/prod23400.html,,,750.00 ml
Pueblo del Sol Roble Cabernet Sauvignon 2018,https://wine.com.br/vinhos/pueblo-del-sol-roble-cabernet-sauvignon-2018/prod23397.html,,(3),750.00 ml
Canepa Novísimo Chardonnay 2019,https://wine.com.br/vinhos/canepa-novisimo-chardonnay-2019/prod23361.html,,(1),750.00 ml
Cuartel Chardonnay 2019,https://wine.com.br/vinhos/cuartel-chardonnay-2019/prod23353.html,,,750.00 ml
Cuartel Merlot 2019,https://wine.com.br/vinhos/cuartel-merlot-2019/prod23354.html,,(1),750.00 ml
Cuartel Carmenére 2019,https://wine.com.br/vinhos/cuartel-carmenere-2019/prod23352.html,,(1),750.00 ml
Rasante Chardonnay 2019,https://wine.com.br/vinhos/rasante-chardonnay-2019/prod23382.html,,(16),750.00 ml
Cuatro Elementos Tannat 2018,https://wine.com.br/vinhos/cuatro-elementos-tannat-2018/prod23393.html,,,750.00 ml
Calyptra Prestige 2015,https://wine.com.br/vinhos/calyptra-prestige-2015/prod23119.html,,(13),750.00 ml
Farizoa 3 Castas tinto 2018,https://wine.com.br/vinhos/farizoa-3-castas-tinto-2018/prod22879.html,,(8),750.00 ml
Oxford Landing Estates Sauvignon Blanc 2017,https://wine.com.br/vinhos/oxford-landing-estates-sauvignon-blanc-2017/prod19505.html,,(14),750.00 ml
Pueblo Del Sol Roble Tannat 2018,https://wine.com.br/vinhos/pueblo-del-sol-roble-tannat-2018/prod23398.html,,(4),750.00 ml
Frisante Porta Soprana D.O.C. Lambrusco Grasparossa di Castelvetro Amabile Suave,https://wine.com.br/vinhos/frisante-porta-soprana-d-o-c-lambrusco-grasparossa-di-castelvetro-amabile-suave/prod6952.html,,(48),750.00 ml
WineBox Sextou,https://wine.com.br/vinhos/winebox-sextou/prod24238.html,,,"
                                                                                                        "
Vale da Coruja RL Branco 2017,https://wine.com.br/vinhos/vale-da-coruja-rl-branco-2017/prod20967.html,,(10),750.00 ml
Pedro Teixeira Table Wine Branco,https://wine.com.br/vinhos/pedro-teixeira-table-wine-branco/prod23387.html,,(6),750.00 ml
Instigator Cabernet Sauvignon 2018,https://wine.com.br/vinhos/instigator-cabernet-sauvignon-2018/prod24209.html,,,"
                                      "
Champagne Moët & Chandon Impérial Rosé Brut com Black Tie Suit,https://wine.com.br/vinhos/champagne-moet-chandon-imperial-rose-brut-com-black-tie-suit/prod22698.html,,,750.00 ml
WineBox Churrasco,https://wine.com.br/vinhos/winebox-churrasco/prod24240.html,,,"
                                                                                                        "
WineBox Piscina,https://wine.com.br/vinhos/winebox-piscina/prod24241.html,,,"
                                                                                                        "
Maison Bouachon Les Rabassières Vieilles A.O.C Côtes-Du-Rhône 2016,https://wine.com.br/vinhos/maison-bouachon-les-rabassieres-vieilles-a-o-c-cotes-du-rhone-2016/prod20513.html,,(9),750.00 ml
WineBox Queridinhos,https://wine.com.br/vinhos/winebox-queridinhos/prodPSL264.html,,,"
                                                                                                                                                                          "
Stave and Steele White 2018,https://wine.com.br/vinhos/stave-and-steele-white-2018/prod20048.html,,(12),750.00 ml
Toro Loco Reserva D.O. Utiel-Requena 2015,https://wine.com.br/vinhos/toro-loco-reserva-d-o-utiel-requena-2015/prod22982.html,,(4),750.00 ml
Espumante Malizia Brut,https://wine.com.br/vinhos/espumante-malizia-brut/prod19446.html,,(15),750.00 ml
Maison Foucher Le Point du Jour A.O.C. Rosé dAnjou 2017,https://wine.com.br/vinhos/maison-foucher-le-point-du-jour-a-o-c-rose-danjou-2017/prod22191.html,,(1),750.00 ml
Teorema D.O. Calatayud Garnacha 2016,https://wine.com.br/vinhos/teorema-d-o-calatayud-garnacha-2016/prod22133.html,,(2),750.00 ml
Calyptra Vivendo Reserve Sauvignon Blanc 2018,https://wine.com.br/vinhos/calyptra-vivendo-reserve-sauvignon-blanc-2018/prod22662.html,,(5),750.00 ml
"WineBox Só Tinto, Só Top",https://wine.com.br/vinhos/winebox-so-tinto-so-top/prodVDI791.html,,,"
                                                                                                                                                                          "
Protos Roble D.O. Ribeira Del Duero 1.5L 2017,https://wine.com.br/vinhos/protos-roble-d-o-ribeira-del-duero-1-5l-2017/prod22956.html,,,1500.00 ml
La Mora D.O.C.G. Morellino di Scansano 2018,https://wine.com.br/vinhos/la-mora-d-o-c-g-morellino-di-scansano-2018/prod22761.html,,(3),750.00 ml
Garriguette Branco,https://wine.com.br/vinhos/garriguette-branco/prod22966.html,,,750.00 ml
Beni di Batasiolo Sovrana D.O.C. Barbera d´Alba 2014,https://wine.com.br/vinhos/beni-di-batasiolo-sovrana-d-o-c-barbera-d-alba-2014/prod21703.html,,(41),750.00 ml
Rasante Malbec 2018,https://wine.com.br/vinhos/rasante-malbec-2018/prod22935.html,,(29),750.00 ml
Roureda Poniente D.O. Tarragona 2017,https://wine.com.br/vinhos/roureda-poniente-d-o-tarragona-2017/prod21820.html,,(72),750.00 ml
Terrazas de Los Andes Single Vineyard Malbec 2015,https://wine.com.br/vinhos/terrazas-de-los-andes-single-vineyard-malbec-2015/prod23519.html,,,750.00 ml
Terrazas de Los Andes Reserva Syrah 2017,https://wine.com.br/vinhos/terrazas-de-los-andes-reserva-syrah-2017/prod23520.html,,(1),750.00 ml
Casillero del Diablo Carmenere 2018,https://wine.com.br/vinhos/casillero-del-diablo-carmenere-2018/prod23660.html,,(3),750.00 ml
Casillero del Diablo Cabernet Sauvignon 2018,https://wine.com.br/vinhos/casillero-del-diablo-cabernet-sauvignon-2018/prod23659.html,,(2),750.00 ml
Salton Virtude Chardonnay Branco 2017,https://wine.com.br/vinhos/salton-virtude-chardonnay-branco-2017/prod23735.html,,,750.00 ml
Lidio Carraro Dádivas Pinot Noir 2018,https://wine.com.br/vinhos/lidio-carraro-dadivas-pinot-noir-2018/prod23921.html,,,750.00 ml
Casal Garcia Tinto D.O.C 2018,https://wine.com.br/vinhos/casal-garcia-tinto-d-o-c-2018/prod23926.html,,(4),750.00 ml
WineBox Adega Feliz,https://wine.com.br/bundle/winebox-adega-feliz/prodCJM554.html,,,"
                                                                                  "
WineBox Maravilhosos,https://wine.com.br/bundle/winebox-maravilhosos/prodRWX710.html,,,"
                                                                                                                                                                          "
Urmeneta Reserva Carménère 2017,https://wine.com.br/vinhos/urmeneta-reserva-carmenere-2017/prod20069.html,,(50),750.00 ml
Urmeneta Reserva Cabernet Sauvignon 2018,https://wine.com.br/vinhos/urmeneta-reserva-cabernet-sauvignon-2018/prod22199.html,,(12),750.00 ml
Salentein Killka Malbec 2018,https://wine.com.br/vinhos/salentein-killka-malbec-2018/prod23539.html,,,750.00 ml
Salentein Killka Blend 2018,https://wine.com.br/vinhos/salentein-killka-blend-2018/prod23541.html,,,750.00 ml
Salentein Killka Cabernet Sauvignon 2018,https://wine.com.br/vinhos/salentein-killka-cabernet-sauvignon-2018/prod23540.html,,,750.00 ml
L'Ostal Cazes Eclipse Syrah 2017,https://wine.com.br/vinhos/l-ostal-cazes-eclipse-syrah-2017/prod22227.html,,(29),750.00 ml
A Galet Blanco,https://wine.com.br/vinhos/a-galet-blanco/prod23414.html,,(9),750.00 ml
Genio Español Roble D.O.P. Jumilla Monastrell 2016,https://wine.com.br/vinhos/genio-espanol-roble-d-o-p-jumilla-monastrell-2016/prod21792.html,,(52),750.00 ml
Salentein Killka Sauvignon Blanc 2019,https://wine.com.br/vinhos/salentein-killka-sauvignon-blanc-2019/prod23542.html,,,750.00 ml
Quinta de São João Cuvée RB Branco 2017,https://wine.com.br/vinhos/quinta-de-sao-joao-cuvee-rb-branco-2017/prod23295.html,,,750.00 ml
Passión Arte D.O. Jumilla Garnacha 2018,https://wine.com.br/vinhos/passion-arte-d-o-jumilla-garnacha-2018/prod23285.html,,(2),750.00 ml
WineBox Calyptra Prestige,https://wine.com.br/bundle/winebox-calyptra-prestige/prodANZ125.html,,,"
                                                                                                        "
Château lEsparrou Intense I.G.P. Pays dOc Blanc 2018,https://wine.com.br/vinhos/chateau-lesparrou-intense-i-g-p-pays-doc-blanc-2018/prod23120.html,,,750.00 ml
Passión Arte D.O. Jumilla Monastrell 2018,https://wine.com.br/vinhos/passion-arte-d-o-jumilla-monastrell-2018/prod23284.html,,,750.00 ml
WineBox Um Pulo Na Austrália,https://wine.com.br/bundle/winebox-um-pulo-na-australia/prodAVR676.html,,,"
                                                                                  "
Cuna del Sol Reserva Sauvignon Blanc 2019,https://wine.com.br/vinhos/cuna-del-sol-reserva-sauvignon-blanc-2019/prod24205.html,,,"
                                      "
WineBox Veuve D`Argent Blanc De Blancs Demi-Sec + Taças,https://wine.com.br/bundle/winebox-veuve-d-argent-blanc-de-blancs-demi-sec-tacas/prodOIN967.html,,,"
                                                            "
WineBox Veuve D`Argent Rosé Brut + Taças,https://wine.com.br/bundle/winebox-veuve-d-argent-rose-brut-tacas/prodJCP838.html,,,"
                                                            "
Champagne Moët & Chandon Impérial Brut 375 ml,https://wine.com.br/vinhos/champagne-moet-chandon-imperial-brut-375-ml/prod22688.html,,(1),375.00 ml
Champagne Devaux Cuvée D Aged 5 Years Brut,https://wine.com.br/vinhos/champagne-devaux-cuvee-d-aged-5-years-brut/prod17620.html,,(1),750.00 ml
Champagne Jacquart Brut Rosé Mosaique,https://wine.com.br/vinhos/champagne-jacquart-brut-rose-mosaique/prod16397.html,,(8),750.00 ml
Champagne Jacquart Rosé Brut,https://wine.com.br/vinhos/champagne-jacquart-rose-brut/prod6363.html,,(4),750.00 ml
Beni di Batasiolo D.O.C.G. Barbaresco 2016,https://wine.com.br/vinhos/beni-di-batasiolo-d-o-c-g-barbaresco-2016/prod23450.html,,(5),750.00 ml
Château de Pierreux La Réserve A.O.C. Brouilly 2014,https://wine.com.br/vinhos/chateau-de-pierreux-la-reserve-a-o-c-brouilly-2014/prod20292.html,,(2),750.00 ml
Sovento Tempranillo 2018,https://wine.com.br/vinhos/sovento-tempranillo-2018/prod22851.html,,(5),750.00 ml
Quinta d Crasto E Negra Reserv D.O.C Douro Tinto 2014,https://wine.com.br/vinhos/quinta-d-crasto-e-negra-reserv-d-o-c-douro-tinto-2014/prod17876.html,,(1),750.00 ml
Monte Sasso D.O.C. Romagna Sangiovese 2015,https://wine.com.br/vinhos/monte-sasso-d-o-c-romagna-sangiovese-2015/prod18961.html,,(3),750.00 ml
V9 Gran Reserva Single Vineyard Carménère 2017,https://wine.com.br/vinhos/v9-gran-reserva-single-vineyard-carmenere-2017/prod22178.html,,(24),750.00 ml
Genio Español 12 Meses en Barrica D.O.P. Jumilla Monastrell 2015,https://wine.com.br/vinhos/genio-espanol-12-meses-en-barrica-d-o-p-jumilla-monastrell-2015/prod21793.html,,(44),750.00 ml
Pinhal da Torre Late Harvest Tardio 2010 500 ml,https://wine.com.br/vinhos/pinhal-da-torre-late-harvest-tardio-2010-500-ml/prod21088.html,,(1),500.00 ml
Sovento Cabernet Sauvignon 2018,https://wine.com.br/vinhos/sovento-cabernet-sauvignon-2018/prod22849.html,,(4),750.00 ml
Baron Philippe de Rothschild Anderra Carménère 2015,https://wine.com.br/vinhos/baron-philippe-de-rothschild-anderra-carmenere-2015/prod16888.html,,(3),750.00 ml
Calyptra Sol Vita Late Harvest Sauvignon Blanc 2010 375ml,https://wine.com.br/vinhos/calyptra-sol-vita-late-harvest-sauvignon-blanc-2010-375ml/prod18412.html,,(3),375.00 ml
Apothic Winemaker's Blend Califórnia Red 2015,https://wine.com.br/vinhos/apothic-winemaker-s-blend-california-red-2015/prod17607.html,,(35),750.00 ml
Espumante L'Ancestrale Rouge Grenat Demi-Sec,https://wine.com.br/vinhos/espumante-l-ancestrale-rouge-grenat-demi-sec/prod22441.html,,(25),750.00 ml
Bodega Amalia dos Fincas Valle de Uco Sauvignon Blanc 2017,https://wine.com.br/vinhos/bodega-amalia-dos-fincas-valle-de-uco-sauvignon-blanc-2017/prod19026.html,,,750.00 ml
Château de Fayolle Rouge 2016,https://wine.com.br/vinhos/chateau-de-fayolle-rouge-2016/prod20761.html,,(8),750.00 ml
Fortant de France Terroir d'Altitude Syrah 2017,https://wine.com.br/vinhos/fortant-de-france-terroir-d-altitude-syrah-2017/prod21794.html,,(16),750.00 ml
Canepa Finisimo Gran Reserva Cabernet Sauvignon 2018,https://wine.com.br/vinhos/canepa-finisimo-gran-reserva-cabernet-sauvignon-2018/prod22890.html,,(2),750.00 ml
Château Capitoul Oros A.O.C. La Clape Blanc 2016,https://wine.com.br/vinhos/chateau-capitoul-oros-a-o-c-la-clape-blanc-2016/prod19916.html,,(7),750.00 ml
Chateau Moser XV Cabernet Sauvignon 2017,https://wine.com.br/vinhos/chateau-moser-xv-cabernet-sauvignon-2017/prod20218.html,,(6),750.00 ml
Cruz Andina Reserva D.O. Casablanca Valley Sauvignon Blanc 2017,https://wine.com.br/vinhos/cruz-andina-reserva-d-o-casablanca-valley-sauvignon-blanc-2017/prod18488.html,,(22),750.00 ml
El Bautismo Blend de Tintas 2018,https://wine.com.br/vinhos/el-bautismo-blend-de-tintas-2018/prod22218.html,,(6),750.00 ml
Espumante Espace of Limarí Brut,https://wine.com.br/vinhos/espumante-espace-of-limari-brut/prod21945.html,,(10),750.00 ml
WineBox Tops do Mundo,https://wine.com.br/bundle/winebox-tops-do-mundo/prodTML120.html,,,"
                                                                                  "
Casillero del Diablo Merlot 2018,https://wine.com.br/vinhos/casillero-del-diablo-merlot-2018/prod23661.html,,(3),750.00 ml
Altos del Plata Malbec 2018,https://wine.com.br/vinhos/altos-del-plata-malbec-2018/prod23390.html,,,750.00 ml
Altos del Plata Cabernet Sauvignon 2018,https://wine.com.br/vinhos/altos-del-plata-cabernet-sauvignon-2018/prod23389.html,,,750.00 ml
Altivo Vineyard Selection Chardonnay 2018,https://wine.com.br/vinhos/altivo-vineyard-selection-chardonnay-2018/prod22171.html,,(7),750.00 ml
WineBox Os Refrescantes,https://wine.com.br/vinhos/winebox-os-refrescantes/prodRCS847.html,,,"
                                                                                                                                                                          "
Salentein Killka Chardonnay 2019,https://wine.com.br/vinhos/salentein-killka-chardonnay-2019/prod23543.html,,,750.00 ml
Baron Philippe de Rothschild Cadet d'Oc Pinot Noir 2017,https://wine.com.br/vinhos/baron-philippe-de-rothschild-cadet-d-oc-pinot-noir-2017/prod20940.html,,(3),750.00 ml
Baron Philippe de Rothschild Cadet d'Oc Chardonnay 2017,https://wine.com.br/vinhos/baron-philippe-de-rothschild-cadet-d-oc-chardonnay-2017/prod20938.html,,,750.00 ml
Baron Philippe de Rothschild Cadet d'Oc Cabernet Sauvignon 2017,https://wine.com.br/vinhos/baron-philippe-de-rothschild-cadet-d-oc-cabernet-sauvignon-2017/prod20937.html,,,750.00 ml
Finca Constancia Parcela 12 Graciano 2016,https://wine.com.br/vinhos/finca-constancia-parcela-12-graciano-2016/prod23287.html,,,750.00 ml
Corello I.G.P. Puglia Negroamaro 2018,https://wine.com.br/vinhos/corello-i-g-p-puglia-negroamaro-2018/prod22822.html,,(19),750.00 ml
Ti Rita Colheita 2018,https://wine.com.br/vinhos/ti-rita-colheita-2018/prod22994.html,,(1),750.00 ml
Quattro Elementos Syrah 2018,https://wine.com.br/vinhos/quattro-elementos-syrah-2018/prod22739.html,,(17),750.00 ml
El Bautismo Malbec 2018,https://wine.com.br/vinhos/el-bautismo-malbec-2018/prod22220.html,,(20),750.00 ml
Carpineto Dogajolo I.G.T. Toscano Rosato 2015,https://wine.com.br/vinhos/carpineto-dogajolo-i-g-t-toscano-rosato-2015/prod15757.html,,,750.00 ml
Partridge Reserva Cabernet Sauvignon 2018,https://wine.com.br/vinhos/partridge-reserva-cabernet-sauvignon-2018/prod23316.html,,(21),750.00 ml
Corello D.O.C. Sicília Nero d'Avola 2017,https://wine.com.br/vinhos/corello-d-o-c-sicilia-nero-d-avola-2017/prod22056.html,,(56),750.00 ml
Winebox Fantinel Prosecco ,https://wine.com.br/bundle/winebox-fantinel-prosecco/prodVWF087.html,,,"
                                      "
WineBox Lançamentos 10,https://wine.com.br/bundle/winebox-lancamentos-10/prodNMU096.html,,,"
                                      "
Marqués De Somera Tempranillo 2018,https://wine.com.br/vinhos/marques-de-somera-tempranillo-2018/prod22846.html,,(8),750.00 ml
Château de Fayolle Blanc 2016,https://wine.com.br/vinhos/chateau-de-fayolle-blanc-2016/prod20762.html,,(4),750.00 ml
Vale da Coruja RL Tinto 2016,https://wine.com.br/vinhos/vale-da-coruja-rl-tinto-2016/prod20968.html,,(15),750.00 ml
San Ceteo Tosca,https://wine.com.br/vinhos/san-ceteo-tosca/prod22999.html,,(8),750.00 ml
Château Jalousie A.O.C. Bordeaux Supérieur 2016,https://wine.com.br/vinhos/chateau-jalousie-a-o-c-bordeaux-superieur-2016/prod21004.html,,(14),750.00 ml
Espumante Castell de Sant Pau D.O. Cava Nature,https://wine.com.br/vinhos/espumante-castell-de-sant-pau-d-o-cava-nature/prod22493.html,,(17),750.00 ml
Bouquet Sauvignon 2018,https://wine.com.br/vinhos/bouquet-sauvignon-2018/prod22972.html,,(7),750.00 ml
Calyptra Vivendo Reserve D.O. Alto Cachapoal V C 2018,https://wine.com.br/vinhos/calyptra-vivendo-reserve-d-o-alto-cachapoal-v-c-2018/prod22660.html,,(3),750.00 ml
Baron Philippe de Rothschild Mas Andes Carménère 2018,https://wine.com.br/vinhos/baron-philippe-de-rothschild-mas-andes-carmenere-2018/prod22769.html,,(130),750.00 ml
Costa Lusa Reserva Tinto 2017,https://wine.com.br/vinhos/costa-lusa-reserva-tinto-2017/prod23127.html,,(1),750.00 ml
Infame Reserva Red Blend 2018,https://wine.com.br/vinhos/infame-reserva-red-blend-2018/prod23499.html,,(6),750.00 ml
WineBox Singulares,https://wine.com.br/bundle/winebox-singulares/prodXXH347.html,,,"
                                      "
Bridlewood Monterey County Chardonnay 2016,https://wine.com.br/vinhos/bridlewood-monterey-county-chardonnay-2016/prod19972.html,,(1),750.00 ml
Bridlewood Monterey County Pinot Noir 2015,https://wine.com.br/vinhos/bridlewood-monterey-county-pinot-noir-2015/prod18918.html,,(4),750.00 ml
